,id,title,prefix,ocr_url
30,mc00456-001-bx0001-004-001,"Advertisement flyer, The animal year book, vol. 4",mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0001-004-001/mc00456-001-bx0001-004-001.txt
31,mc00344-001-bx0001_1-001-000,"Advertisements, Save the Whales materials",mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_1-001-000/mc00344-001-bx0001_1-001-000.txt
32,mc00620-001-bx0001-005-002,Alas poor Jocko!,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-bx0001-005-002/mc00620-001-bx0001-005-002.txt
33,mc00620-001-bx0001-005-001,Alas poor Jocko!,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-bx0001-005-001/mc00620-001-bx0001-005-001.txt
34,mc00344-001-bx0001_37-003-000,Amelia Schell,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_37-003-000/mc00344-001-bx0001_37-003-000.txt
35,mc00344-001-bx0001_1-004-000,American Association for the Advancement of Science -- annual meeting,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_1-004-000/mc00344-001-bx0001_1-004-000.txt
36,mc00344-001-bx0001_1-005-000,American Humane Association,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_1-005-000/mc00344-001-bx0001_1-005-000.txt
37,aspca_20200310_3532,American Humane Association in Hollywood,as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200310_3532/aspca_20200310_3532.txt
38,aspca_20200310_3522,American Humane Society Awards,as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200310_3522/aspca_20200310_3522.txt
39,mc00344-001-bx0001_1-009-000,American Veterinary Medical Association -- annual meeting 17-21 July 1973 (New Orleans),mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_1-009-000/mc00344-001-bx0001_1-009-000.txt
40,mc00344-001-bx0001_1-008-000,American Veterinary Medical Association -- annual meeting 18-22 July 1971 (Detroit),mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_1-008-000/mc00344-001-bx0001_1-008-000.txt
41,mc00344-001-bx0001_1-006-000,American Veterinary Medical Association -- annual meeting 1969 (Minneapolis),mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_1-006-000/mc00344-001-bx0001_1-006-000.txt
42,mc00344-001-bx0001_1-007-000,American Veterinary Medical Association -- annual meeting 22-26 July 1970 (Las Vegas),mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_1-007-000/mc00344-001-bx0001_1-007-000.txt
43,mc00344-001-bx0001_2-001-000,American Veterinary Medical Association--Annual Meeting 18-20 July 1973,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_2-001-000/mc00344-001-bx0001_2-001-000.txt
44,mc00344-001-bx0001_2-002-000,American Veterinary Medical Association--Annual Meeting 23-25 July 1974,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_2-002-000/mc00344-001-bx0001_2-002-000.txt
45,mc00620-001-bx0001-008-001,An animals' charter,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-bx0001-008-001/mc00620-001-bx0001-008-001.txt
46,mc00620-001-bx0001-011-002,An appeal from the horses to the summer visitors,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-bx0001-011-002/mc00620-001-bx0001-011-002.txt
47,mc00620-001-bx0001-011-001,An appeal from the horses to the summer visitors,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-bx0001-011-001/mc00620-001-bx0001-011-001.txt
48,mc00456-001-bx0005-007-004,An appeal to housewives,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0005-007-004/mc00456-001-bx0005-007-004.txt
49,mc00620-001-hb0002-018-004,An immediate concern,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-hb0002-018-004/mc00620-001-hb0002-018-004.txt
50,mc00620-001-hb0002-020-010,An immediate concern,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-hb0002-020-010/mc00620-001-hb0002-020-010.txt
51,mc00620-001-bx0001-056-001,An indictment of the American slaughter house,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-bx0001-056-001/mc00620-001-bx0001-056-001.txt
52,mc00456-001-bx0007-005-001,An unscientific view of vivisection,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0007-005-001/mc00456-001-bx0007-005-001.txt
53,mc00344-001-bx0001_2-003-000,Animal Misbehaviour Journal,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_2-003-000/mc00344-001-bx0001_2-003-000.txt
54,aspca_20200227_2492,"Animal Protection Hospital Issue, Winter 1950",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2492/aspca_20200227_2492.txt
55,mc00344-001-bx0001_2-004-000,Animal Welfare Institute Prospectus,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_2-004-000/mc00344-001-bx0001_2-004-000.txt
56,mc00344-001-bx0001_2-005-000,Animal Welfare Institute Quarterly,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_2-005-000/mc00344-001-bx0001_2-005-000.txt
57,mc00344-001-fb0001_48-000-000,Animal Welfare Institute Scrapbook,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-fb0001_48-000-000/mc00344-001-fb0001_48-000-000.txt
58,mc00620-001-bx0001-007-001,"Animal welfare, a challenge",mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-bx0001-007-001/mc00620-001-bx0001-007-001.txt
59,mc00620-001-bx0001-007-002,"Animal welfare, a challenge",mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-bx0001-007-002/mc00620-001-bx0001-007-002.txt
60,aspca_20200305_2932,"Animal World, April 1953",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200305_2932/aspca_20200305_2932.txt
61,aspca_20200303_2897,"Animal World, April 1954",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2897/aspca_20200303_2897.txt
62,aspca_20200305_3032,"Animal World, April 1955",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200305_3032/aspca_20200305_3032.txt
63,aspca_20200309_3387,"Animal World, April 1956",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200309_3387/aspca_20200309_3387.txt
64,aspca_20200310_3512,"Animal World, April 1957",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200310_3512/aspca_20200310_3512.txt
65,aspca_20200228_2617,"Animal World, April 1958",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200228_2617/aspca_20200228_2617.txt
66,aspca_20200305_2952,"Animal World, August 1954",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200305_2952/aspca_20200305_2952.txt
67,aspca_20200305_3087,"Animal World, August 1955",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200305_3087/aspca_20200305_3087.txt
68,aspca_20200303_2782,"Animal World, August 1956",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2782/aspca_20200303_2782.txt
69,aspca_20200228_2612,"Animal World, August 1957",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200228_2612/aspca_20200228_2612.txt
70,aspca_20200302_2652,"Animal World, August 1958",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200302_2652/aspca_20200302_2652.txt
71,aspca_20200302_2682,"Animal World, December 1952",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200302_2682/aspca_20200302_2682.txt
72,aspca_20200303_2852,"Animal World, December 1953",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2852/aspca_20200303_2852.txt
73,aspca_20200305_2977,"Animal World, December 1954",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200305_2977/aspca_20200305_2977.txt
74,aspca_20200309_3352,"Animal World, December 1955",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200309_3352/aspca_20200309_3352.txt
75,aspca_20200303_2752,"Animal World, December 1956",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2752/aspca_20200303_2752.txt
76,aspca_20200228_2637,"Animal World, December 1957",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200228_2637/aspca_20200228_2637.txt
77,aspca_20200302_2667,"Animal World, December 1958",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200302_2667/aspca_20200302_2667.txt
78,aspca_20200302_2692,"Animal World, February 1953",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200302_2692/aspca_20200302_2692.txt
79,aspca_20200303_2877,"Animal World, February 1954",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2877/aspca_20200303_2877.txt
80,aspca_20200305_2997,"Animal World, February 1955",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200305_2997/aspca_20200305_2997.txt
81,aspca_20200309_3367,"Animal World, February 1956",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200309_3367/aspca_20200309_3367.txt
82,aspca_20200303_2732,"Animal World, February 1957",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2732/aspca_20200303_2732.txt
83,aspca_20200228_2627,"Animal World, February 1958",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200228_2627/aspca_20200228_2627.txt
84,aspca_20200302_2687,"Animal World, January 1953",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200302_2687/aspca_20200302_2687.txt
85,aspca_20200303_2862,"Animal World, January 1954",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2862/aspca_20200303_2862.txt
86,aspca_20200305_2987,"Animal World, January 1955",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200305_2987/aspca_20200305_2987.txt
87,aspca_20200309_3362,"Animal World, January 1956",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200309_3362/aspca_20200309_3362.txt
88,aspca_20200303_2742,"Animal World, January 1957",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2742/aspca_20200303_2742.txt
89,aspca_20200303_2707,"Animal World, January 1958",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2707/aspca_20200303_2707.txt
90,aspca_20200303_2827,"Animal World, July 1953",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2827/aspca_20200303_2827.txt
91,aspca_20200305_2947,"Animal World, July 1954",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200305_2947/aspca_20200305_2947.txt
92,aspca_20200305_3077,"Animal World, July 1955",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200305_3077/aspca_20200305_3077.txt
93,aspca_20200303_2792,"Animal World, July 1956",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2792/aspca_20200303_2792.txt
94,aspca_20200302_2657,"Animal World, July 1958",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200302_2657/aspca_20200302_2657.txt
95,aspca_20200305_2942,"Animal World, June 1953",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200305_2942/aspca_20200305_2942.txt
96,aspca_20200303_2912,"Animal World, June 1954",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2912/aspca_20200303_2912.txt
97,aspca_20200305_3072,"Animal World, June 1955",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200305_3072/aspca_20200305_3072.txt
98,aspca_20200309_3402,"Animal World, June 1956",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200309_3402/aspca_20200309_3402.txt
99,aspca_20200303_2712,"Animal World, June 1957",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2712/aspca_20200303_2712.txt
100,aspca_20200302_2662,"Animal World, June 1958",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200302_2662/aspca_20200302_2662.txt
101,aspca_20200302_2697,"Animal World, March 1953",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200302_2697/aspca_20200302_2697.txt
102,aspca_20200303_2887,"Animal World, March 1954",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2887/aspca_20200303_2887.txt
103,aspca_20200305_3007,"Animal World, March 1955",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200305_3007/aspca_20200305_3007.txt
104,aspca_20200309_3377,"Animal World, March 1956",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200309_3377/aspca_20200309_3377.txt
105,aspca_20200303_2722,"Animal World, March 1957",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2722/aspca_20200303_2722.txt
106,aspca_20200228_2622,"Animal World, March 1958",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200228_2622/aspca_20200228_2622.txt
107,aspca_20200305_2937,"Animal World, May 1953",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200305_2937/aspca_20200305_2937.txt
108,aspca_20200303_2907,"Animal World, May 1954",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2907/aspca_20200303_2907.txt
109,aspca_20200305_3052,"Animal World, May 1955",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200305_3052/aspca_20200305_3052.txt
110,aspca_20200309_3392,"Animal World, May 1956",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200309_3392/aspca_20200309_3392.txt
111,aspca_20200310_3507,"Animal World, May 1957",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200310_3507/aspca_20200310_3507.txt
112,aspca_20200303_2702,"Animal World, May 1958",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2702/aspca_20200303_2702.txt
113,aspca_20200302_2677,"Animal World, November 1952",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200302_2677/aspca_20200302_2677.txt
114,aspca_20200303_2847,"Animal World, November 1953",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2847/aspca_20200303_2847.txt
115,aspca_20200305_2972,"Animal World, November 1954",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200305_2972/aspca_20200305_2972.txt
116,aspca_20200309_3347,"Animal World, November 1955",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200309_3347/aspca_20200309_3347.txt
117,aspca_20200303_2762,"Animal World, November 1956",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2762/aspca_20200303_2762.txt
118,aspca_20200228_2642,"Animal World, November 1957",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200228_2642/aspca_20200228_2642.txt
119,aspca_20200302_2672,"Animal World, November 1958",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200302_2672/aspca_20200302_2672.txt
120,aspca_20200303_2837,"Animal World, October 1953",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2837/aspca_20200303_2837.txt
121,aspca_20200305_2962,"Animal World, October 1954",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200305_2962/aspca_20200305_2962.txt
122,aspca_20200309_3337,"Animal World, October 1955",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200309_3337/aspca_20200309_3337.txt
123,aspca_20200303_2772,"Animal World, October 1956",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2772/aspca_20200303_2772.txt
124,aspca_20200228_2602,"Animal World, October 1957",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200228_2602/aspca_20200228_2602.txt
125,aspca_20200228_2632,"Animal World, October 1958",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200228_2632/aspca_20200228_2632.txt
126,aspca_20200305_2957,"Animal World, September 1954",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200305_2957/aspca_20200305_2957.txt
127,aspca_20200303_2777,"Animal World, September 1956",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200303_2777/aspca_20200303_2777.txt
128,aspca_20200228_2607,"Animal World, September 1957",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200228_2607/aspca_20200228_2607.txt
129,mc00344-001-bx0001_3-002-000,Animals and Their Legal Rights (4th edition)--Chapter 1--The evolution of anti-cruelty laws in the United States--proofs and research files,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_3-002-000/mc00344-001-bx0001_3-002-000.txt
130,mc00344-001-bx0001_3-001-000,Animals and Their Legal Rights (4th edition)--Chapter 1--The evolution of anti-cruelty laws in the United States--proofs and research files,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_3-001-000/mc00344-001-bx0001_3-001-000.txt
131,mc00344-001-bx0001_3-003-000,Animals and Their Legal Rights (4th edition)--Chapter 1--The evolution of anti-cruelty laws in the United States--proofs and research files,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_3-003-000/mc00344-001-bx0001_3-003-000.txt
132,mc00344-001-bx0001_3-004-000,Animals and Their Legal Rights (4th edition)--Chapter 1--The evolution of anti-cruelty laws in the United States--proofs and research files,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_3-004-000/mc00344-001-bx0001_3-004-000.txt
133,mc00344-001-bx0001_2-006-000,Animals and Their Legal Rights (4th edition)--Chapter 2--First Federal Law to Prevent Cruelty to Animals--Proofs and Research Files,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_2-006-000/mc00344-001-bx0001_2-006-000.txt
134,mc00344-001-lb0001_6-001-000,Animals and Their Legal Rights (4th edition)--Chapter 3--Humane Slaughter Laws--Proofs and Research Files,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-lb0001_6-001-000/mc00344-001-lb0001_6-001-000.txt
135,mc00344-001-bx0001_4-001-000,Animals and Their Legal Rights (4th edition)--Chapter 4--Laboratory animal welfare--proofs and research Files,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_4-001-000/mc00344-001-bx0001_4-001-000.txt
136,mc00344-001-bx0001_4-002-000,Animals and Their Legal Rights (4th edition)--Chapter 4--Laboratory animal welfare--proofs and research Files,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_4-002-000/mc00344-001-bx0001_4-002-000.txt
137,mc00344-001-bx0001_2-007-000,Animals and Their Legal Rights (4th edition)--Chapter 4--Laboratory Animal Welfare--Proofs and Research Files (1 of 4),mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_2-007-000/mc00344-001-bx0001_2-007-000.txt
138,mc00344-001-bx0001_2-008-000,Animals and Their Legal Rights (4th edition)--Chapter 4--Laboratory Animal Welfare--Proofs and Research Files (2 of 4),mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_2-008-000/mc00344-001-bx0001_2-008-000.txt
139,mc00344-001-lb0001_6-002-000,Animals and Their Legal Rights Correspondence,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-lb0001_6-002-000/mc00344-001-lb0001_6-002-000.txt
140,mc00456-001-bx0001-015-001,Animals in war time,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0001-015-001/mc00456-001-bx0001-015-001.txt
141,mc00620-001-hb0002-017-004,Animals' welfare week,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-hb0002-017-004/mc00620-001-hb0002-017-004.txt
142,mc00620-001-hb0002-019-004,Animals' welfare week,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-hb0002-019-004/mc00620-001-hb0002-019-004.txt
143,mc00620-001-bx0001-009-001,Animals' welfare week,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-bx0001-009-001/mc00620-001-bx0001-009-001.txt
144,mc00344-001-bx0001_5-001-000,Annual reports,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_5-001-000/mc00344-001-bx0001_5-001-000.txt
145,mc00344-001-bx0001_5-002-000,Annual reports,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_5-002-000/mc00344-001-bx0001_5-002-000.txt
146,mc00344-001-bx0001_5-003-000,Annual reports,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_5-003-000/mc00344-001-bx0001_5-003-000.txt
147,mc00344-001-bx0001_4-004-000,Annual reports,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_4-004-000/mc00344-001-bx0001_4-004-000.txt
148,mc00344-001-bx0001_4-005-000,Annual reports (incomplete),mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_4-005-000/mc00344-001-bx0001_4-005-000.txt
149,mc00344-001-bx0001_4-003-000,Annual reports 1950s-80s,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_4-003-000/mc00344-001-bx0001_4-003-000.txt
150,mc00456-001-bx0001-016-001,Another bad fox!,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0001-016-001/mc00456-001-bx0001-016-001.txt
151,mc00456-001-bx0001-017-001,Anti-Steel-Trap League news,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0001-017-001/mc00456-001-bx0001-017-001.txt
152,mc00456-001-bx0001-018-001,Anti-vivisection admissions and recommendations in the report of the Royal Commission on Vivisection,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0001-018-001/mc00456-001-bx0001-018-001.txt
153,mc00344-001-bx0001_5-004-000,"Antivivisectionists--letters, drafts, notes",mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_5-004-000/mc00344-001-bx0001_5-004-000.txt
154,mc00620-001-bx0001-010-001,Apes and men,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-bx0001-010-001/mc00620-001-bx0001-010-001.txt
